,Authors,Title,Subtitle,Publisher,Date Published,Description,ISBN-10,ISBN-13,Page Count,Print Type,Genres,Average Rating,Ratings Count,Image Link,Language,Preview Link,Sale Country,Saleability,E-Book,Summary
22,['Neil deGrasse Tyson'],Astrophysics for People in a Hurry,,W. W. Norton,2017,"There's no better guide through mind-expanding questions such as what the nature of space and time is, how we fit within the universe, and how the universe fits within us than Neil deGrasse Tyson. But today, few of us have time to contemplate the cosmos. So Tyson brings the universe down to Earth succinctly and clearly, with sparkling wit, in digestive chapters consumable any time and anywhere in the busy day",0393609391,9780393609394,222.0,BOOK,['Science'],3.5,55.0,http://books.google.com/books/content?id=i1hOugEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=i1hOugEACAAJ&dq=isbn:9780393609394&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"There&#39;s no better guide through mind-expanding questions such as what the nature of space and time is, how we fit within the universe, and how the universe fits within us than Neil deGrasse Tyson."
23,"['Peter Prinz', 'Ulla Kirch-Prinz']",C Pocket Reference,,O'Reilly Media,2002-11-20,"Describes the C language and provides a reference to the standard library, covering topics such as data types, expressions, C statements, functions, and preprocessor directives.",UCSD:31822032054827,9780596004361,134.0,BOOK,['Computers'],5.0,1.0,http://books.google.com/books/content?id=j-GlUYx3QgMC&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=j-GlUYx3QgMC&dq=isbn:9780596004361&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Describes the C language and provides a reference to the standard library, covering topics such as data types, expressions, C statements, functions, and preprocessor directives."
24,['Mark Lutz'],Python Pocket Reference,,Oreilly & Associates Incorporated,2014,"Updated for both Python 3.4 and 2.7, this guide provides concise information on Python types and statements, special method names, built-in functions and exceptions, commonly used standard library modules, and other prominent Python tools.--From back cover.",1449357016,9781449357016,254.0,BOOK,['Computers'],,,http://books.google.com/books/content?id=RdJjngEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=RdJjngEACAAJ&dq=isbn:9781449357016&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Updated for both Python 3.4 and 2.7, this guide provides concise information on Python types and statements, special method names, built-in functions and exceptions, commonly used standard library modules, and other prominent Python tools."
25,['Margaret Atwood'],Morning in the Burned House,,McClelland & Stewart Limited,2009,"These beautifully crafted poems–by turns dark, playful, intensely moving, tender and intimate–come together as Atwood's most accomplished and versatile gathering of poems to date, “setting foot on the middle ground/between body and word.” Some draw on history, and on myth, both classical and popular. Other, more personal poems concern themselves with love, with the fragility of the natural world, and with death–especially in the elegiac series of meditations on the death of a parent–as they inhabit a contemporary landscape haunted by images of the past. Generous, compassionate, disturbing, this is poetry that emanates from the heart of human experience and seeks balance between the luminous realm of memory and the realities of everyday, between darkness and light, the capacity to perpetrate and the strength to forgive. Morning in the Burned House is infused with breathtaking insight, technical virtuosity, and a clarity of vision that has the force to change the way we look at our lives. From the Hardcover edition.",9780771008337,9780771008337,140.0,BOOK,['Poetry'],5.0,3.0,http://books.google.com/books/content?id=5IfA_3H5BK8C&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=5IfA_3H5BK8C&dq=isbn:9780771008337&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Generous, compassionate, disturbing, this is poetry that emanates from the heart of human experience and seeks balance between the luminous realm of memory and the realities of everyday, between darkness and light, the capacity to ..."
26,['Scott Hawkins'],The Library at Mount Char,,Broadway Books,2016-03,"Neil Gaiman meets Joe Hill in this astonishingly original, terrifying, and darkly funny contemporary fantasy.",9780553418620,9780553418620,400.0,BOOK,['Fiction'],4.0,118.0,http://books.google.com/books/content?id=6WbaCwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=6WbaCwAAQBAJ&printsec=frontcover&dq=isbn:9780553418620&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Neil Gaiman meets Joe Hill in this astonishingly original, terrifying, and darkly funny contemporary fantasy."
27,['JY Yang'],The Black Tides of Heaven,,Tor.com,2017-09-26,"JY Yang bursts onto the epic fantasy scene with The Black Tides of Heaven and The Red Threads of Fortune, standalone twin novellas that begin their silkpunk Tensorate Series. Mokoya and Akeha, the twin children of the Protector, were sold to the Grand Monastery as children. While Mokoya developed her strange prophetic gift, Akeha was always the one who could see the strings that moved adults to action. While his sister received visions of what would be, Akeha realized what could be. What's more, he saw the sickness at the heart of his mother's Protectorate. A rebellion is growing. The Machinists discover new levers to move the world every day, while the Tensors fight to put them down and preserve the power of the state. Unwilling to continue to play a pawn in his mother's twisted schemes, Akeha leaves the Tensorate behind and falls in with the rebels. But every step Akeha takes towards the Machinists is a step away from his sister Mokoya. Can Akeha find peace without shattering the bond he shares with his twin sister?",076539541X,9780765395412,224.0,BOOK,['Fiction'],3.5,14.0,http://books.google.com/books/content?id=v7sIMQAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=v7sIMQAACAAJ&dq=isbn:9780765395412&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,Can Akeha find peace without shattering the bond they share with their twin? The Tensorate Series Book 1: The Black Tides of Heaven Book 2: The Red Threads of Fortune Book 3: The Descent of Monsters Book 4: The Ascent to Godhood
28,['Margaret Atwood'],Alias Grace,,Emblem Editions,2010,"InAlias Grace,bestselling author Margaret Atwood has written her most captivating, disturbing, and ultimately satisfying work sinceThe Handmaid's Tale.She takes us back in time and into the life of one of the most enigmatic and notorious women of the nineteenth century. Grace Marks has been convicted for her involvement in the vicious murders of her employer, Thomas Kinnear, and Nancy Montgomery, his housekeeper and mistress. Some believe Grace is innocent; others think her evil or insane. Now serving a life sentence, Grace claims to have no memory of the murders. Dr. Simon Jordan, an up-and-coming expert in the burgeoning field of mental illness, is engaged by a group of reformers and spiritualists who seek a pardon for Grace. He listens to her story while bringing her closer and closer to the day she cannot remember. What will he find in attempting to unlock her memories? Is Grace a female fiend? A bloodthirsty femme fatale? Or is she the victim of circumstances? From the Paperback edition.",0771008821,9780771008825,567.0,BOOK,['Trials (Murder)'],4.0,80.0,http://books.google.com/books/content?id=whkJSgAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=whkJSgAACAAJ&dq=isbn:9780771008825&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Around the true story of one of the most enigmatic and notorious women of the 19th century, Margaret Atwood has created an extraordinarily potent tale of sexuality, cruelty, and mystery."
29,['J-F. Dubeau'],A God in the Shed,,Inkshares,2017-06-13,"In the quaint farm village of Saint-Ferdinand, an ancient evil lurks—threatening to destroy the town and its residents.",9781942645351,9781942645351,450.0,BOOK,['Fiction'],3.5,6.0,http://books.google.com/books/content?id=gns3DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=gns3DwAAQBAJ&printsec=frontcover&dq=isbn:9781942645351&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"In the quaint farm village of Saint-Ferdinand, an ancient evil lurks—threatening to destroy the town and its residents."
30,['Craig Davidson'],The Saturday Night Ghost Club,,Knopf Canada,2018-08-14,"""A charismatic cast of misfits, losers, and bruisers animate this winning novel set in Niagara Falls, a.k.a. Cataract City--a slightly seedy, slightly magical, slightly haunted place, where seemingly ordinary lives are steeped in secrets, desires, troubled histories, and the occasional splash of mayhem. Like Ilium, New York, in the novels of Kurt Vonnegut, or Castle Rock, New England, in the fiction of Stephen King--or even Hawkins, Indiana, in the Netflix sensation Stranger Things, Cataract City is an invented world where lost innocence mingles with the darker shades and sharper corners of humanity. Saturday Night Ghost Club is a short, irresistible, and bittersweet coming-of-age story about a small group of kids who, under the leadership of an eccentric uncle, spend one summer investigating the validity of local ghost stories and macabre urban myths--in almost every instance getting in way over their heads. With warmth, skill, and striking, cinematic imagery, and a rare gift for conjuring totally original, unexpected, and unforgettable set pieces and tableaus that strike the reader as immediately iconic--Davidson draws us into his gritty world, reminding us that life's strange intensity and occasional magic is all around us.""--",0735274827,9780735274822,272.0,BOOK,['Canadian fiction'],3.5,13.0,http://books.google.com/books/content?id=Ir3XtAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=Ir3XtAEACAAJ&dq=isbn:9780735274822&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"&quot;A charismatic cast of misfits, losers, and bruisers animate this winning novel set in Niagara Falls, a.k.a."
31,['Edward St Aubyn'],NEVER MIND,,Pan Macmillan,2012-04-12,"In the deep south of France, Patrick Melrose has the run of his parents' house and magical garden and the company of his vivid imagination. Yet his tyrannical father rules this world with considered cruelty while his mother makes her escape into alcoholism.",9781447202936,9781447202936,196.0,BOOK,['Biography & Autobiography'],3.5,19.0,http://books.google.com/books/content?id=F4TrbRI6JbgC&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=F4TrbRI6JbgC&dq=isbn:9781447202936&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"In the deep south of France, Patrick Melrose has the run of his parents&#39; house and magical garden and the company of his vivid imagination."
